"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","SAN VICENTE","SAN VICENTE","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","238","88","326"
"UNIVERSIDAD DE EL SALVADOR, SAN VICENTE","PÚBLICO","SAN VICENTE","SAN VICENTE","LICENCIATURA","LICENCIATURA EN ENSEÑANZA DE IDIOMAS EXTRANJEROS, ESPECIALIDAD INGLÉS - FRANCÉS","192","107","299"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","234","192","426"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","134","103","237"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ECONOMIA","11","10","21"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN MERCADEO INTERNACIONAL","204","83","287"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN BIOLOGIA","65","42","107"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS QUIMICAS","25","20","45"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ESTADISTICA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN FISICA","8","24","32"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN MATEMATICA","32","36","68"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION","0","0","0"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN EN LA ESPECIALIDAD DE PRIMERO Y SEGUNDO CICLO DE EDUCACIÓN BÁSICA","129","47","176"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN EDUCACIÓN, ESPECIALIDAD ADMINISTRACIÓN ESCOLAR","57","65","122"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN LENGUAS MODERNAS: ESPECIALIDAD EN FRANCÉS E INGLES","349","181","530"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN LETRAS","50","31","81"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN SOCIOLOGIA","27","22","49"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","326","203","529"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ANESTESIOLOGIA E INHALOTERAPIA","206","97","303"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN FISIOTERAPIA Y TERAPIA OCUPACIONAL","257","69","326"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN LABORATORIO CLINICO","321","134","455"
"UNIVERSIDAD DE EL SALVADOR,SAN MIGUEL","PÚBLICO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN QUIMICA Y FARMACIA","108","53","161"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN MEDICINA VETERINARIA","217","181","398"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","143","28","171"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","148","82","230"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS","43","42","85"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA COMPUTACION","17","34","51"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","81","70","151"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN DISEÑO GRÁFICO Y MULTIMEDIA","28","19","47"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","27","17","44"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","71","40","111"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN TURISMO","46","19","65"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","248","111","359"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN RELACIONES Y NEGOCIOS INTERNACIONALES","86","35","121"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION  CON ESPECIALIDAD EN PARVULARIA","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN CIENCIAS SOCIALES","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN COMUNICACIONES","74","49","123"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN EDUCACIÓN FÍSICA Y DEPORTES","8","24","32"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN EDUCACION INICIAL Y PARVULARIA","36","1","37"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN IDIOMA INGLES","267","142","409"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN LETRAS","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","227","56","283"
"UNIVERSIDAD DE ORIENTE","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN SOCIOLOGIA","0","0","0"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","220","135","355"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","260","113","373"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN CIENCIAS NATURALES","32","19","51"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN CIENCIAS SOCIALES","1","0","1"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION BASICA PARA PRIMERO Y  SEGUNDO CICLOS","103","22","125"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN LENGUAJE Y LITERATURA","57","16","73"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION, CON ESPECIALIDAD EN MATEMATICA","50","50","100"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","133","106","239"
"UNIVERSIDAD DE SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA","73","13","86"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN LABORATORIO CLINICO","835","244","1079"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN NUTRICIÓN","210","57","267"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN RADIOLOGIA E IMAGENES","497","246","743"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","201","133","334"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CONTADURÍA PÚBLICA","127","102","229"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN GESTIÓN DEL TURISMO","139","31","170"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN MERCADEO ESTRATÉGICO","131","70","201"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN RELACIONES PUBLICAS","108","31","139"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","141","72","213"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN COMUNICACIONES","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA","17","5","22"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","193","22","215"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","1033","215","1248"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN COMPUTACION GERENCIAL","20","99","119"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN LABORATORIO CLÍNICO","158","64","222"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN NUTRICION","83","11","94"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","155","103","258"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN CONTADURÍA PÚBLICA","79","38","117"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN GESTIÓN DEL TURISMO","26","10","36"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN MERCADEO ESTRATÉGICO","62","31","93"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN RELACIONES PUBLICAS","63","19","82"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN  TRABAJO SOCIAL","69","21","90"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","183","109","292"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN COMUNICACIONES","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA","44","12","56"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","254","45","299"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","CHALATENANGO","CHALATENANGO","LICENCIATURA","LICENCIATURA EN COMPUTACION GERENCIAL","9","37","46"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN LABORATORIO CLINICO","573","152","725"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN NUTRICIÓN","130","31","161"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","77","45","122"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CONTADURÍA PÚBLICA","23","11","34"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN GESTIÓN DEL TURISMO","54","12","66"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN MERCADEO ESTRATÉGICO","62","35","97"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN  TRABAJO SOCIAL","139","41","180"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","46","24","70"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN COMUNICACIONES","47","32","79"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","413","70","483"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN COMPUTACION GERENCIAL","7","8","15"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN LABORATORIO CLÍNICO","204","89","293"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN NUTRICIÓN","81","20","101"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","88","54","142"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN CONTADURÍA PÚBLICA","29","12","41"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN GESTIÓN DEL TURISMO","80","15","95"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN MERCADEO ESTRATÉGICO","103","38","141"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN COMUNICACIONES","80","47","127"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN PSICOLOGÍA","11","3","14"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","490","113","603"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","SONSONATE","SONSONATE","LICENCIATURA","LICENCIATURA EN COMPUTACION GERENCIAL","22","42","64"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS","141","83","224"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN DISEÑO GRÁFICO","78","36","114"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN MARKETING","14","11","25"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","287","201","488"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","98","84","182"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN MARKETING","340","191","531"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA COMUNICACION","350","276","626"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN DISEÑO GRAFICO","609","406","1015"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN DISEÑO INDUSTRIAL Y DE PRODUCTOS","175","95","270"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN IDIOMAS CON ESPECIALIDAD EN LA ADQUISICIÓN DE LENGUAS EXTRANJERAS","535","266","801"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN IDIOMAS CON ESPECIALIDAD EN TURISMO","783","219","1002"
"UNIVERSIDAD DON BOSCO","PRIVADO","SAN SALVADOR","SOYAPANGO","LICENCIATURA","LICENCIATURA EN TEOLOGIA PASTORAL","4","34","38"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN MÚSICA","44","73","117"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN ENFERMERIA","60","9","69"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA COMUNICACION","298","196","494"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN DISEÑO DEL PRODUCTO, ARTESANAL","56","17","73"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN DISEÑO GRAFICO","251","111","362"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","240","69","309"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","147","149","296"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","36","44","80"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN ECONOMIA EMPRESARIAL","39","53","92"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN FINANZAS EMPRESARIALES","43","58","101"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","211","112","323"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN TECNOLOGIAS DE LA INFORMACIÓN","17","57","74"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN TURISMO","24","7","31"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","253","182","435"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN RELACIONES INTERNACIONALES","215","93","308"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","89","99","188"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","0","1","1"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","92","62","154"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN RELACIONES PUBLICAS CON ESPECIALIDAD EN MARKETING","289","148","437"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","138","72","210"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN RELACIONES Y NEGOCIOS INTERNACIONALES","428","240","668"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD  EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN CIENCIAS SOCIALES","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION ESPECIAL","0","0","0"
