"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","","","","","","","",""
"DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR","","","","","","","",""
"DEPARTAMENTO DE GESTIÓN DE LA INFORMACIÓN Y ESTADÍSTICAS","","","","","","","",""
"","","","","","","","",""
"POBLACIÓN GRADUADA EN EDUCACIÓN SUPERIOR. EL SALVADOR  AÑO 2023","","","","","","","",""
"","","","","","","","",""
"FUENTE: Dirección Nacional de Educación Superior. Reporte 2023 SNIEES","","","","","","","",""
"INSTITUCIÓN DE EDUCACIÓN SUPERIOR","SECTOR","DEPARTAMENTO","MUNICIPIO","GRADO ACADÉMICO","CARRERA","FEMENINO","MASCULINO","TOTAL"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA ELECTRICA-SEMIPRESENCIAL","2","19","21"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA INDUSTRIAL - SEMIPRESENCIAL","12","15","27"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN CIENCIAS DE LA COMPUTACIÓN- SEMIPRESENCIAL","5","12","17"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA AGRONOMICA","2","6","8"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA CIVIL","5","16","21"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA ELECTRICA","2","30","32"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA INDUSTRIAL","12","13","25"
"UNIVERSIDAD TECNICA LATINOAMERICANA","PRIVADO","LA LIBERTAD","SANTA TECLA","INGENIERÍA","INGENIERIA MECANICA","0","5","5"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA INDUSTRIAL","156","61","217"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERIA INDUSTRIAL CON ENFASIS EN IDIOMA INGLES","28","10","38"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN NO PRESENCIAL","40","10","50"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","INGENIERÍA","INGENIERÍA EN SISTEMAS Y COMPUTACIÓN","180","40","220"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","LA LIBERTAD","SANTA TECLA","LICENCIATURA","LICENCIATURA EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLOS","16","1","17"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","PRIVADO","LA LIBERTAD","SANTA TECLA","LICENCIATURA","LICENCIATURA EN EDUCACIÓN INICIAL Y PARVULARIA","9","0","9"
"INSTITUTO ESPECIALIZADO DE EDUCACIÓN SUPERIOR ESCUELA MÓNICA HERRERA","PRIVADO","LA LIBERTAD","SANTA TECLA","LICENCIATURA","LICENCIATURA EN COMUNICACION Y ESTRATEGIA DIGITAL","11","6","17"
"INSTITUTO ESPECIALIZADO DE EDUCACIÓN SUPERIOR ESCUELA MÓNICA HERRERA","PRIVADO","LA LIBERTAD","SANTA TECLA","LICENCIATURA","LICENCIATURA EN COMUNICACIONES INTEGRADAS DE MARKETING","29","20","49"
"INSTITUTO ESPECIALIZADO DE EDUCACIÓN SUPERIOR ESCUELA MÓNICA HERRERA","PRIVADO","LA LIBERTAD","SANTA TECLA","LICENCIATURA","LICENCIATURA EN DISEÑO ESTRATEGICO","20","6","26"
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ESCUELA MILITAR CAPITÁN GENERAL GERARDO BARRIOS""","PÚBLICO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN ADMINISTRACION MILITAR","89","11","100"
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR CENTRO CULTURAL SALVADOREÑO AMERICANO","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN LINGUISTICA APLICADA CON ESPECIALIDAD EN INGLÉS COMO LENGUA EXTRANJERA","30","17","47"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ENFERMERIA","124","26","150"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD, REGIONAL SAN MIGUEL","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","153","27","180"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD, REGIONAL SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","132","24","156"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","PRIVADO","LA LIBERTAD","COMASAGUA","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","11","8","19"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","PRIVADO","LA LIBERTAD","COMASAGUA","LICENCIATURA","LICENCIATURA EN ECONOMIA Y NEGOCIOS","36","34","70"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","1","1","2"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN DISEÑO AMBIENTAL","2","2","4"
"UNIVERSIDAD ALBERT EINSTEIN","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN MERCADEO","2","1","3"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA COMUNICACION","11","4","15"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN DISEÑO GRÁFICO MULTIMEDIA","9","10","19"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN EDUCACION FISICA, DEPORTES Y RECREACION","1","11","12"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN ENFERMERIA","16","1","17"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN FISIOTERAPIA","27","5","32"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN LABORATORIO CLINICO","34","8","42"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","36","26","62"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","19","9","28"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS","17","9","26"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","71","30","101"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN COMUNICACIÓN INSTITUCIONAL Y PERIODISMO","35","26","61"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","24","14","38"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN ENFERMERIA","30","3","33"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN IDIOMA INGLES","91","43","134"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","37","26","63"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","SAN MIGUEL","SAN MIGUEL","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","44","8","52"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","19","7","26"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","LICENCIATURA","LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS TURÍSTICAS","11","1","12"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","21","11","32"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","LICENCIATURA","LICENCIATURA EN COMUNICACIÓN INSTITUCIONAL Y PERIODISMO","12","7","19"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","LICENCIATURA","LICENCIATURA EN ENFERMERIA","49","14","63"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","LICENCIATURA","LICENCIATURA EN IDIOMA INGLES","56","33","89"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","USULUTÁN","USULUTÁN","LICENCIATURA","LICENCIATURA EN MERCADOTECNIA","14","5","19"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN IDIOMA INGLES","20","8","28"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS","26","12","38"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","41","11","52"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN MERCADEO Y NEGOCIOS INTERNACIONALES","80","35","115"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN GESTIÓN Y DESARROLLO TURÍSTICO","18","6","24"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN CONTADURÍA PÚBLICA","12","6","18"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN PERIODISMO Y COMUNICACIÓN AUDIOVISUAL","33","17","50"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN IDIOMA INGLÉS","17","9","26"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN EDUCACIÓN BÁSICA","27","7","34"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN CIENCIAS RELIGIOSAS","0","15","15"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN MATEMÁTICA","1","2","3"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN DIRECCIÓN Y ADMINISTRACIÓN ESCOLAR","5","3","8"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN DISEÑO GRÁFICO PUBLICITARIO","25","19","44"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN CIENCIAS JURÍDICAS","24","21","45"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","SANTA ANA","SANTA ANA","LICENCIATURA","LICENCIATURA EN SISTEMAS INFORMÁTICOS ADMINISTRATIVOS","7","10","17"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","LICENCIATURA","LICENCIATURA EN ADMINISTRACIÓN DE EMPRESAS","7","1","8"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN IDIOMA INGLES","23","13","36"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN DIRECCIÓN Y ADMINISTRACIÓN ESCOLAR","1","1","2"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN EDUCACIÓN BÁSICA","11","1","12"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD MATEMÁTICA","8","4","12"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","LICENCIATURA","LICENCIATURA EN ENFERMERIA","37","11","48"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","LICENCIATURA","LICENCIATURA EN IDIOMA INGLÉS","15","6","21"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","CABAÑAS","ILOBASCO","LICENCIATURA","LICENCIATURA EN MERCADEO Y NEGOCIOS INTERNACIONALES","13","10","23"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","82","52","134"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","60","22","82"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN COMUNICACION SOCIAL","42","29","71"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","22","14","36"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN ECONOMIA","28","27","55"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN EDUCACIÓN BÁSICA PARA PRIMERO Y SEGUNDO CICLOS","10","3","13"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN FILOSOFIA","2","6","8"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN MERCADEO","53","22","75"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","70","15","85"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN TEOLOGIA","4","11","15"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","LA LIBERTAD","ANTIGUO CUSCATLÁN","LICENCIATURA","LICENCIATURA EN IDIOMA INGLÉS","2","0","2"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","3","2","5"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA COMUNICACION","5","2","7"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","8","1","9"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","2","1","3"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","PRIVADO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN TEOLOGIA ESPECIALIDAD EN MISIONOLOGIA","4","8","12"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ADMINISTRACION DE EMPRESAS","63","86","149"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ANTROPOLOGIA SOCIOCULTURAL","5","6","11"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ARTES PLÁSTICAS, OPCIÓN CERÁMICA","1","4","5"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ARTES PLÁSTICAS, OPCIÓN DISEÑO GRÁFICO","24","21","45"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ARTES PLÁSTICAS, OPCIÓN ESCULTURA","2","0","2"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ARTES PLÁSTICAS, OPCIÓN PINTURA","3","7","10"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN BIBLIOTECONOMÍA Y GESTIÓN DE LA INFORMACIÓN","1","16","17"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN BIOLOGIA","8","21","29"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION","6","50","56"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS DE LA EDUCACION ESPECIALIDAD EDUCACION FISICA, DEPORTE Y RECREACION","32","19","51"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","150","211","361"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CIENCIAS QUIMICAS","8","4","12"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN CONTADURIA PUBLICA","114","129","243"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ECONOMIA","9","6","15"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN EDUCACION PARA LA SALUD","9","5","14"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ENFERMERIA","2","11","13"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN ESTADISTICA","2","1","3"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN FILOSOFIA","7","5","12"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN FISICA","9","0","9"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN FISIOTERAPIA Y TERAPIA OCUPACIONAL","12","48","60"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN GEOFISICA","5","4","9"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN HISTORIA","7","3","10"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN IDIOMA INGLES OPCION ENSEÑANZA","40","83","123"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN INFORMÁTICA EDUCATIVA","20","14","34"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN LA ENSEÑANZA DE LA MATEMATICA- A DISTANCIA","7","8","15"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN LABORATORIO CLINICO","18","18","36"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN LENGUAS MODERNAS ESPECIALIDAD EN FRANCES E INGLES","34","62","96"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN LETRAS","20","39","59"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN MATEMATICA","8","15","23"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN MEDICINA VETERINARIA Y ZOOTECNIA","9","22","31"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN MERCADEO","47","145","192"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN NUTRICION","1","18","19"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN OPTOMETRIA","1","0","1"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN PERIODISMO","45","60","105"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN PSICOLOGIA","9","68","77"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN QUIMICA Y FARMACIA","56","96","152"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN RADIOLOGIA E IMAGENES","11","13","24"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN RELACIONES INTERNACIONALES","48","118","166"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN SALUD AMBIENTAL","2","1","3"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN SALUD MATERNO INFANTIL","1","22","23"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN SOCIOLOGIA","12","11","23"
"UNIVERSIDAD DE EL SALVADOR","PÚBLICO","SAN SALVADOR","SAN SALVADOR","LICENCIATURA","LICENCIATURA EN TRABAJO SOCIAL","8","68","76"
