"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA
DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN CIENCIAS DE LA COMUNICACION","353","235","588"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION","357","112","469"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION","0","0","0"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION  CON ESPECIALIDAD EN PARVULARIA","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION (PLAN GENERALISTA)","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD  EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN CIENCIAS NATURALES","30","21","51"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN CIENCIAS NATURALES","41","35","76"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN CIENCIAS SOCIALES","4","3","7"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN CIENCIAS SOCIALES","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN CIENCIAS SOCIALES","54","52","106"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN DIRECCIÓN Y ADMINISTRACIÓN ESCOLAR","10","8","18"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN EDUCACIÓN BÁSICA","105","25","130"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION BASICA PARA PRIMERO Y  SEGUNDO CICLOS","112","23","135"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION ESPECIAL","29","1","30"
"INSTITUTO ESPECIALIZADO DE EDUCACION SUPERIOR EL ESPIRITU SANTO","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION PARVULARIA","28","0","28"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","Santa Ana-Regional ","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA","San Miguel-Regional ","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA","Santa Ana-Regional ","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA","Sonsonate-Regional ","Privado","Sonsonate","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN EDUCACIÓN PARVULARIA","1","0","1"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN EDUCACION PARVULARIA  BILINGUE","0","0","0"
"UNIVERSIDAD CATOLICA DE EL SALVADOR ","Cabañas-Regional","Privado","Cabañas","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN IDIOMA INGLES","108","63","171"
"UNIVERSIDAD MODULAR ABIERTA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN IDIOMA INGLES","129","82","211"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN IDIOMA INGLES","302","176","478"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN IDIOMA INGLÉS","188","105","293"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN LENGUAJE Y LITERATURA","58","20","78"
"UNIVERSIDAD MODULAR ABIERTA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN LENGUAJE Y LITERATURA","65","15","80"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN LENGUAJE Y LITERATURA","90","29","119"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION CON ESPECIALIDAD EN MATEMATICA","77","44","121"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN CON ESPECIALIDAD EN MATEMÁTICA","7","14","21"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN EN LA ESPECIALIDAD DE PRIMERO Y SEGUNDO CICLO DE EDUCACIÓN BÁSICA","418","122","540"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN EN LA ESPECIALIDAD DE PRIMERO Y SEGUNDO CICLO DE EDUCACIÓN BÁSICA","194","77","271"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION ESPECIALIDAD EDUCACION FISICA, DEPORTE Y RECREACION","175","324","499"
"UNIVERSIDAD DE EL SALVADOR","San Vicente-Regional","Público","San Vicente","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION ESPECIALIDAD EN CIENCIAS SOCIALES","0","0","0"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN CIENCIAS SOCIALES","0","0","0"
"UNIVERSIDAD PANAMERICANA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN CIENCIAS SOCIALES","21","12","33"
"UNIVERSIDAD PANAMERICANA","Ahuachapan-Regional","Privado","Ahuachapán","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN CIENCIAS SOCIALES","88","46","134"
"UNIVERSIDAD PANAMERICANA","San Vicente-Regional ","Privado","San Vicente","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN CIENCIAS SOCIALES","45","41","86"
"UNIVERSIDAD CATOLICA DE EL SALVADOR ","Cabañas-Regional","Privado","Cabañas","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN DIRECCIÓN Y ADMINISTRACIÓN ESCOLAR","1","1","2"
"UNIVERSIDAD CATOLICA DE EL SALVADOR ","Cabañas-Regional","Privado","Cabañas","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN EDUCACIÓN BÁSICA","65","11","76"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION ESPECIALIDAD EN EDUCACION BASICA PARA PRIMERO Y SEGUNDO CICLO","382","67","449"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION ESPECIALIDAD EN EDUCACION BASICA- SEMIPRESENCIAL","22","5","27"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN EDUCACIÓN FÍSICA Y DEPORTES","60","254","314"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN EDUCACIÓN FÍSICA Y DEPORTES PLAN ESPECIAL","0","0","0"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD LUTERANA SALVADOREÑA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION ESPECIALIDAD EN EDUCACION PARVULARIA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA","San Miguel-Regional ","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN IDIOMA INGLÉS","34","15","49"
"UNIVERSIDAD MODULAR ABIERTA","Santa Ana-Regional ","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN IDIOMA INGLÉS","46","31","77"
"UNIVERSIDAD MODULAR ABIERTA","Sonsonate-Regional ","Privado","Sonsonate","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN IDIOMA INGLÉS","131","75","206"
"UNIVERSIDAD MODULAR ABIERTA","San Miguel-Regional ","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN LENGUAJE Y LITERATURA","33","13","46"
"UNIVERSIDAD MODULAR ABIERTA","Santa Ana-Regional ","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN LENGUAJE Y LITERATURA","8","6","14"
"UNIVERSIDAD MODULAR ABIERTA","Sonsonate-Regional ","Privado","Sonsonate","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD EN LENGUAJE Y LITERATURA","20","4","24"
"UNIVERSIDAD CATOLICA DE EL SALVADOR ","Cabañas-Regional","Privado","Cabañas","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN ESPECIALIDAD MATEMÁTICA (SEMIPRESENCIAL)","24","12","36"
"UNIVERSIDAD DE EL SALVADOR","San Vicente-Regional","Público","San Vicente","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN PARA LA PROFESIONALIZACIÓN DE EDUCACIÓN BÁSICA PARA LOS CICLOS PRIMERO Y SEGUNDO","2","0","2"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION PARA PRIMERO Y SEGUNDO CICLO DE EDUCACION BASICA","67","6","73"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION, CON ESPECIALIDAD EN MATEMATICA","48","41","89"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION, ESPECIALIDAD EN CIENCIAS NATURALES","0","0","0"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION, ESPECIALIDAD EN CIENCIAS SOCIALES","0","0","0"
"UNIVERSIDAD MONSEÑOR OSCAR ARNULFO ROMERO","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACIÓN, ESPECIALIDAD EN EDUCACIÓN BÁSICA PARA PRIMERO Y SEGUNDO CICLOS","96","28","124"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION, ESPECIALIDAD EN LENGUAJE Y LITERATURA","176","91","267"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION, ESPECIALIDAD MATEMATICA","38","49","87"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS DE LA EDUCACION, PLAN ALTERNATIVO","115","36","151"
"UNIVERSIDAD AUTONOMA DE SANTA ANA","Santa Ana-Central","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DEL DEPORTE, ACTIVIDAD FISICA Y RECREACION","6","25","31"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS DEL LENGUAJE Y LITERATURA","0","0","0"
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","64","41","105"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","364","233","597"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","Usulutan-Regional ","Privado","Usulután","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","117","71","188"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","458","310","768"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","52","43","95"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","1664","1111","2775"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","471","282","753"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","300","212","512"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","250","117","367"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","212","137","349"
"UNIVERSIDAD DOCTOR ANDRES BELLO","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","132","60","192"
"UNIVERSIDAD DOCTOR ANDRES BELLO","Chalatenango- Regional ","Privado","Chalatenango","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","155","87","242"
"UNIVERSIDAD DOCTOR ANDRES BELLO","San Miguel-Regional ","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","43","21","64"
"UNIVERSIDAD DR. JOSE MATIAS DELGADO","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","270","208","478"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","123","71","194"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","203","134","337"
"UNIVERSIDAD LUTERANA SALVADOREÑA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","271","222","493"
"UNIVERSIDAD MODULAR ABIERTA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","176","179","355"
"UNIVERSIDAD MODULAR ABIERTA","San Miguel-Regional ","Privado","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","124","131","255"
"UNIVERSIDAD MODULAR ABIERTA","Santa Ana-Regional ","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","190","124","314"
"UNIVERSIDAD MODULAR ABIERTA","Sonsonate-Regional ","Privado","Sonsonate","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","270","157","427"
"UNIVERSIDAD MONSEÑOR OSCAR ARNULFO ROMERO","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","116","60","176"
"UNIVERSIDAD NUEVA SAN SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","54","48","102"
"UNIVERSIDAD PANAMERICANA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","88","114","202"
"UNIVERSIDAD PANAMERICANA","Ahuachapan-Regional","Privado","Ahuachapán","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","181","154","335"
"UNIVERSIDAD PANAMERICANA","San Vicente-Regional ","Privado","San Vicente","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","272","219","491"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","136","65","201"
"UNIVERSIDAD POLITECNICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","68","45","113"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","183","98","281"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS JURIDICAS","1142","808","1950"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS JURÍDICAS","193","101","294"
"UNIVERSIDAD FRANCISCO GAVIDIA","Santa Ana-Regional ","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS JURÍDICAS","0","1","1"
"UNIVERSIDAD LUTERANA SALVADOREÑA","Cabañas-Regional ","Privado","Cabañas","Licenciatura","LICENCIATURA EN CIENCIAS JURÍDICAS","135","52","187"
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ACADEMIA NACIONAL DE SEGURIDAD PÚBLICA""","La Libertad - Central","Público","La Libertad","Licenciatura","LICENCIATURA EN CIENCIAS POLICIALES","0","0","0"
"UNIVERSIDAD NUEVA SAN SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS POLITICAS","4","14","18"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Licenciatura","LICENCIATURA EN CIENCIAS QUIMICAS","70","49","119"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Licenciatura","LICENCIATURA EN CIENCIAS QUIMICAS","23","23","46"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS QUÍMICAS","73","55","128"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","Santa Ana-Central","Privado","Santa Ana","Licenciatura","LICENCIATURA EN CIENCIAS RELIGIOSAS","0","88","88"
"UNIVERSIDAD DOCTOR ANDRES BELLO","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN COMPUTACION","23","105","128"
"UNIVERSIDAD DOCTOR ANDRES BELLO","Chalatenango- Regional ","Privado","Chalatenango","Licenciatura","LICENCIATURA EN COMPUTACION","8","34","42"
"UNIVERSIDAD DOCTOR ANDRES BELLO","San Miguel-Regional ","Privado","San Miguel","Licenciatura","LICENCIATURA EN COMPUTACION","8","11","19"
"UNIVERSIDAD DOCTOR ANDRES BELLO","Sonsonate-Regional ","Privado","Sonsonate","Licenciatura","LICENCIATURA EN COMPUTACION","17","44","61"
"UNIVERSIDAD FRANCISCO GAVIDIA","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN COMUNICACIÓN CORPORATIVA","83","47","130"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN COMUNICACIÓN INSTITUCIONAL Y PERIODISMO","135","105","240"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","Usulutan-Regional ","Privado","Usulután","Licenciatura","LICENCIATURA EN COMUNICACIÓN INSTITUCIONAL Y PERIODISMO","36","26","62"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN COMUNICACION SOCIAL","240","144","384"
"INSTITUTO ESPECIALIZADO ESCUELA DE COMUNICACION ""MONICA HERRERA""","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN COMUNICACION Y ESTRATEGIA DIGITAL","54","74","128"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN COMUNICACIONES","103","64","167"
"UNIVERSIDAD DOCTOR ANDRES BELLO","San Miguel-Regional ","Privado","San Miguel","Licenciatura","LICENCIATURA EN COMUNICACIONES","45","35","80"
"UNIVERSIDAD DOCTOR ANDRES BELLO","Sonsonate-Regional ","Privado","Sonsonate","Licenciatura","LICENCIATURA EN COMUNICACIONES","81","49","130"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN COMUNICACIONES","168","95","263"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN COMUNICACIONES","78","50","128"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN COMUNICACIONES","608","451","1059"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN COMUNICACIONES CON ENFASIS EN IDIOMA INGLES","160","104","264"
"INSTITUTO ESPECIALIZADO ESCUELA DE COMUNICACION ""MONICA HERRERA""","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN COMUNICACIONES INTEGRADAS DE MARKETING","135","77","212"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","90","70","160"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","Usulutan-Regional ","Privado","Usulután","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","0","1","1"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","La Libertad - Central","Privado","La Libertad","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","185","127","312"
"UNIVERSIDAD CRISTIANA DE LAS ASAMBLEAS DE DIOS","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","19","16","35"
"UNIVERSIDAD DE EL SALVADOR","San Salvador - Central","Público","San Salvador","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","1427","1241","2668"
"UNIVERSIDAD DE EL SALVADOR","Santa Ana-Regional ","Público","Santa Ana","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","312","262","574"
"UNIVERSIDAD DE EL SALVADOR","San Vicente-Regional","Público","San Vicente","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","178","124","302"
"UNIVERSIDAD DE EL SALVADOR","San Miguel-Regional","Público","San Miguel","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","149","121","270"
"UNIVERSIDAD DE ORIENTE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","102","71","173"
"UNIVERSIDAD DE SONSONATE","San Miguel-Central","Privado","San Miguel","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","140","112","252"
"UNIVERSIDAD DOCTOR ANDRES BELLO","San Salvador - Central","Privado","San Salvador","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","110","88","198"
"UNIVERSIDAD DOCTOR ANDRES BELLO","Chalatenango- Regional ","Privado","Chalatenango","Licenciatura","LICENCIATURA EN CONTADURIA PUBLICA","77","34","111"
